"x","y"
-144.0750864,338.7873372
-66.40980511,413.9569475
-201.7001296,278.6416663
-33.81634195,406.4449778
-164.1153245,311.2101728
-226.7566664,241.0568612
114.0022509,221.0166231
-149.0913851,328.7547398
144.0750864,313.7308005
98.97831156,328.7547398
129.051147,316.2264714
-144.0750864,165.8872509
196.7087876,293.6656057
-249.3175321,253.5851295
98.97831156,371.3558437
124.0348483,356.3319043
108.9859522,358.8275753
126.5305193,263.6177269
-116.5228786,358.8275753
-216.7490257,296.1862334
-174.1479219,203.472056
-149.0913851,301.2025321
189.1718612,216.0003244
-144.0750864,356.3319043
-111.5065799,371.3558437
-68.9054761,298.6819044
-146.5707574,348.7949779
-236.7892638,233.5448915
-221.7653244,218.4959954
-201.7001296,318.7221424
221.7653244,246.0731599
76.41744579,343.8036359
231.7729651,243.5525322
-189.1718612,195.9600863
23.80870127,411.4363198
93.96201286,388.9004107
126.5305193,378.8678134
-103.9946103,388.9004107
-211.732727,231.0242638
-154.1076838,216.0003244
-68.9054761,396.4123804
-226.7566664,268.6090689
166.6359522,165.8872509
191.6924889,323.7384411
-236.7892638,268.6090689
169.1316232,203.472056
-171.6522509,236.0405625
191.6924889,236.0405625
-76.41744579,363.843874
73.9217748,316.2264714
-164.1153245,248.5688308
124.0348483,155.8546535
-161.6196535,168.3829219
93.96201286,356.3319043
-71.40114709,256.0808005
-61.39350641,331.2504108
-171.6522509,183.4318179
-48.86523803,376.3721424
-116.5228786,373.8515147
58.87287871,316.2264714
-194.1881599,236.0405625
-176.6435928,261.0970992
108.9859522,353.8112766
-154.1076838,233.5448915
-191.6924889,236.0405625
-206.7164283,241.0568612
91.46634187,388.9004107
-48.86523803,298.6819044
-219.2446967,248.5688308
114.0022509,293.6656057
144.0750864,343.8036359
-226.7566664,241.0568612
-186.6761902,198.4557573
209.237056,256.0808005
-61.39350641,361.3232463
13.77610388,401.4286791
164.1153245,163.3915799
-46.34461033,371.3558437
226.7566664,241.0568612
139.0587877,353.8112766
176.6435928,188.4481166
-6.264134191,246.0731599
-56.37720772,383.8841121
-191.6924889,258.6014282
-214.228398,221.0166231
181.6598915,203.472056
-159.1239825,288.6742637
226.7566664,258.6014282
-206.7164283,241.0568612
-46.34461033,381.3884411
-114.0022509,338.7873372
-196.7087876,258.6014282
184.1805192,256.0808005
179.1642205,253.5851295
56.37720772,296.1862334
181.6598915,233.5448915
131.546818,346.2993069
-129.051147,351.3156056
101.4739826,208.4883547
-156.6033548,251.0894585
-169.1316232,190.9437876
-229.2772941,258.6014282
101.4739826,323.7384411
-206.7164283,216.0003244
129.051147,145.8470128
184.1805192,205.967727
151.5870561,205.967727
71.40114709,316.2264714
-174.1479219,165.8872509
219.2446967,233.5448915
221.7653244,241.0568612
-86.45004318,223.5122941
186.6761902,243.5525322
-154.1076838,148.3426838
1.247835496,205.967727
-101.4739826,120.790476
-151.5870561,298.6819044
86.45004318,83.20567089
189.1718612,281.1373373
-254.3338308,218.4959954
-169.1316232,216.0003244
91.46634187,368.8601727
-176.6435928,195.9600863
76.41744579,271.1296966
-194.1881599,208.4883547
246.8218612,251.0894585
-61.39350641,383.8841121
-71.40114709,376.3721424
-181.6598915,178.4155192
-71.40114709,361.3232463
-161.6196535,190.9437876
-36.33696965,373.8515147
-199.2044586,236.0405625
181.6598915,271.1296966
-199.2044586,256.0808005
-199.2044586,263.6177269
-48.86523803,401.4286791
-56.37720772,383.8841121
18.79240257,411.4363198
216.7490257,228.5285928
-234.2935928,236.0405625
179.1642205,313.7308005
134.042489,378.8678134
-216.7490257,261.0970992
-156.6033548,311.2101728
124.0348483,396.4123804
-211.732727,241.0568612
-201.7001296,276.1459953
-41.35326834,361.3232463
189.1718612,331.2504108
149.0913851,356.3319043
-184.1805192,303.6982031
93.96201286,383.8841121
-161.6196535,175.9198483
-214.228398,226.0329218
-184.1805192,193.4394586
103.9946103,356.3319043
206.7164283,243.5525322
-96.45768386,276.1459953
-129.051147,333.7710385
91.46634187,333.7710385
-221.7653244,246.0731599
68.9054761,376.3721424
-121.5142206,356.3319043
83.92941548,398.9080514
103.9946103,356.3319043
114.0022509,388.9004107
209.237056,223.5122941
-111.5065799,341.2830082
-156.6033548,221.0166231
184.1805192,216.0003244
134.042489,198.4557573
-139.0587877,205.967727
244.3012334,233.5448915
-6.264134191,428.9808869
-194.1881599,243.5525322
-181.6598915,180.9111902
216.7490257,226.0329218
-134.042489,343.8036359
-91.46634187,343.8036359
126.5305193,143.3263851
219.2446967,236.0405625
-73.9217748,326.2590688
219.2446967,256.0808005
-229.2772941,243.5525322
91.46634187,368.8601727
-229.2772941,233.5448915
-6.264134191,401.4286791
-224.2609954,223.5122941
-76.41744579,378.8678134
-119.0185496,273.6253676
-219.2446967,298.6819044
-224.2609954,273.6253676
-171.6522509,288.6742637
58.87287871,418.9732462
176.6435928,183.4318179
108.9859522,343.8036359
-154.1076838,180.9111902
-96.45768386,346.2993069
-73.9217748,231.0242638
-169.1316232,193.4394586
16.29673158,383.8841121
-108.9859522,286.153636
176.6435928,183.4318179
-219.2446967,303.6982031
194.1881599,286.153636
-46.34461033,381.3884411
221.7653244,246.0731599
-216.7490257,253.5851295
-186.6761902,313.7308005
131.546818,358.8275753
-184.1805192,200.976385
83.92941548,333.7710385
53.88153673,408.9406488
136.5631167,261.0970992
-71.40114709,383.8841121
-81.43374448,351.3156056
88.94571417,391.3960817
239.2849348,243.5525322
81.43374448,391.3960817
68.9054761,356.3319043
184.1805192,180.9111902
-231.7729651,238.5611902
-159.1239825,138.3350431
-219.2446967,251.0894585
-199.2044586,195.9600863
-116.5228786,371.3558437
121.5142206,188.4481166
-164.1153245,308.7145018
-91.46634187,383.8841121
-229.2772941,236.0405625
-229.2772941,238.5611902
-78.93807349,346.2993069
234.2935928,231.0242638
-226.7566664,238.5611902
226.7566664,231.0242638
-71.40114709,406.4449778
-56.37720772,416.4526185
-101.4739826,403.9243501
73.9217748,288.6742637
159.1239825,286.153636
221.7653244,241.0568612
-209.237056,216.0003244
-214.228398,226.0329218
-76.41744579,366.339545
-204.2207573,308.7145018
-8.759805183,423.9645882
-126.5305193,383.8841121
231.7729651,205.967727
-244.3012334,228.5285928
-239.2849348,283.657965
-103.9946103,398.9080514
189.1718612,283.657965
-101.4739826,363.843874
166.6359522,193.4394586
-48.86523803,321.2427701
-219.2446967,210.9840257
-226.7566664,218.4959954
-246.8218612,263.6177269
-241.8055625,278.6416663
-66.40980511,391.3960817
-214.228398,223.5122941
-229.2772941,303.6982031
199.2044586,278.6416663
91.46634187,368.8601727
38.83264064,306.1938741
-176.6435928,343.8036359
-156.6033548,353.8112766
226.7566664,221.0166231
131.546818,381.3884411
116.5228786,391.3960817
159.1239825,368.8601727
204.2207573,236.0405625
76.41744579,401.4286791
-196.7087876,248.5688308
-184.1805192,246.0731599
234.2935928,233.5448915
-211.732727,216.0003244
169.1316232,321.2427701
76.41744579,343.8036359
-211.732727,233.5448915
-229.2772941,233.5448915
206.7164283,213.5046534
221.7653244,246.0731599
226.7566664,233.5448915
-216.7490257,233.5448915
66.40980511,393.9167094
-38.83264064,396.4123804
-154.1076838,308.7145018
-116.5228786,326.2590688
199.2044586,253.5851295
36.33696965,303.6982031
8.759805183,393.9167094
169.1316232,160.8709522
224.2609954,221.0166231
-179.1642205,205.967727
63.88917741,371.3558437
171.6522509,271.1296966
159.1239825,213.5046534
181.6598915,213.5046534
-186.6761902,221.0166231
176.6435928,326.2590688
226.7566664,236.0405625
-231.7729651,246.0731599
126.5305193,373.8515147
146.5707574,356.3319043
231.7729651,231.0242638
209.237056,253.5851295
-216.7490257,246.0731599
-146.5707574,158.3752812
211.732727,251.0894585
164.1153245,213.5046534
-111.5065799,283.657965
-216.7490257,233.5448915
206.7164283,261.0970992
-121.5142206,331.2504108
204.2207573,281.1373373
-176.6435928,195.9600863
-204.2207573,263.6177269
211.732727,248.5688308
91.46634187,238.5611902
176.6435928,311.2101728
-241.8055625,231.0242638
-171.6522509,175.9198483
176.6435928,338.7873372
151.5870561,361.3232463
11.28043289,423.9645882
-154.1076838,163.3915799
-93.96201286,351.3156056
214.228398,226.0329218
171.6522509,183.4318179
-186.6761902,183.4318179
-206.7164283,228.5285928
73.9217748,383.8841121
-181.6598915,178.4155192
204.2207573,226.0329218
-116.5228786,361.3232463
144.0750864,331.2504108
86.45004318,271.1296966
-108.9859522,366.339545
-91.46634187,353.8112766
-108.9859522,378.8678134
-194.1881599,318.7221424
166.6359522,321.2427701
-144.0750864,351.3156056
-93.96201286,381.3884411
-149.0913851,218.4959954
-219.2446967,266.1133979
131.546818,376.3721424
-76.41744579,291.1699347
176.6435928,200.976385
-201.7001296,286.153636
-184.1805192,311.2101728
-76.41744579,393.9167094
-88.94571417,386.379783
221.7653244,218.4959954
-181.6598915,311.2101728
181.6598915,238.5611902
-179.1642205,268.6090689
-201.7001296,241.0568612
-11.28043289,276.1459953
-226.7566664,266.1133979
-241.8055625,223.5122941
204.2207573,281.1373373
-206.7164283,190.9437876
88.94571417,343.8036359
-181.6598915,193.4394586
86.45004318,353.8112766
-161.6196535,198.4557573
-131.546818,341.2830082
-88.94571417,336.2667095
-61.39350641,361.3232463
-216.7490257,228.5285928
-73.9217748,378.8678134
-216.7490257,231.0242638
-156.6033548,175.9198483
-236.7892638,253.5851295
93.96201286,283.657965
-86.45004318,413.9569475
-244.3012334,268.6090689
-18.79240257,408.9406488
71.40114709,311.2101728
-124.0348483,368.8601727
-181.6598915,140.8307141
-224.2609954,208.4883547
-221.7653244,256.0808005
234.2935928,246.0731599
-146.5707574,188.4481166
-186.6761902,311.2101728
-58.87287871,120.790476
-216.7490257,226.0329218
-194.1881599,205.967727
96.45768386,338.7873372
36.33696965,203.472056
-236.7892638,233.5448915
211.732727,243.5525322
144.0750864,193.4394586
246.8218612,226.0329218
-161.6196535,243.5525322
-246.8218612,268.6090689
-23.80870127,423.9645882
-206.7164283,231.0242638
-194.1881599,200.976385
78.93807349,353.8112766
-171.6522509,226.0329218
-141.5794154,140.8307141
-221.7653244,236.0405625
-226.7566664,241.0568612
146.5707574,341.2830082
-141.5794154,213.5046534
66.40980511,393.9167094
-191.6924889,200.976385
38.83264064,120.790476
-134.042489,363.843874
204.2207573,233.5448915
-48.86523803,263.6177269
184.1805192,261.0970992
211.732727,216.0003244
179.1642205,185.9274889
-154.1076838,163.3915799
221.7653244,228.5285928
-189.1718612,178.4155192
-161.6196535,140.8307141
176.6435928,316.2264714
171.6522509,183.4318179
73.9217748,343.8036359
8.759805183,308.7145018
224.2609954,248.5688308
-231.7729651,251.0894585
-161.6196535,311.2101728
53.88153673,401.4286791
211.732727,276.1459953
134.042489,371.3558437
-181.6598915,190.9437876
66.40980511,328.7547398
-211.732727,228.5285928
106.4902812,391.3960817
-111.5065799,361.3232463
196.7087876,195.9600863
-244.3012334,253.5851295
-241.8055625,246.0731599
71.40114709,411.4363198
144.0750864,378.8678134
-154.1076838,158.3752812
139.0587877,383.8841121
101.4739826,396.4123804
-164.1153245,203.472056
-169.1316232,175.9198483
121.5142206,258.6014282
-144.0750864,358.8275753
-68.9054761,386.379783
61.39350641,386.379783
141.5794154,358.8275753
-201.7001296,251.0894585
196.7087876,271.1296966
-216.7490257,268.6090689
-226.7566664,246.0731599
-244.3012334,233.5448915
216.7490257,253.5851295
-214.228398,271.1296966
-221.7653244,273.6253676
-209.237056,243.5525322
-196.7087876,210.9840257
-86.45004318,326.2590688
-196.7087876,271.1296966
224.2609954,233.5448915
-108.9859522,346.2993069
194.1881599,313.7308005
219.2446967,231.0242638
-199.2044586,223.5122941
219.2446967,233.5448915
-121.5142206,286.153636
-101.4739826,318.7221424
-179.1642205,203.472056
-106.4902812,313.7308005
-83.92941548,321.2427701
-53.88153673,316.2264714
-141.5794154,358.8275753
229.2772941,233.5448915
-224.2609954,261.0970992
63.88917741,338.7873372
-63.88917741,236.0405625
-51.36090902,378.8678134
191.6924889,190.9437876
121.5142206,363.843874
179.1642205,298.6819044
134.042489,326.2590688
-179.1642205,216.0003244
-161.6196535,160.8709522
-204.2207573,226.0329218
-48.86523803,348.7949779
-126.5305193,313.7308005
-41.35326834,331.2504108
-156.6033548,378.8678134
-226.7566664,226.0329218
-229.2772941,236.0405625
81.43374448,398.9080514
216.7490257,268.6090689
-181.6598915,140.8307141
-41.35326834,403.9243501
-191.6924889,293.6656057
134.042489,373.8515147
224.2609954,293.6656057
111.5065799,361.3232463
-53.88153673,398.9080514
-156.6033548,328.7547398
229.2772941,256.0808005
166.6359522,200.976385
53.88153673,251.0894585
-196.7087876,190.9437876
88.94571417,286.153636
68.9054761,383.8841121
-136.5631167,148.3426838
164.1153245,253.5851295
93.96201286,373.8515147
-191.6924889,261.0970992
76.41744579,333.7710385
199.2044586,213.5046534
-83.92941548,273.6253676
166.6359522,183.4318179
98.97831156,398.9080514
-219.2446967,218.4959954
-186.6761902,198.4557573
83.92941548,361.3232463
-151.5870561,168.3829219
194.1881599,218.4959954
-88.94571417,383.8841121
-176.6435928,306.1938741
136.5631167,351.3156056
201.7001296,251.0894585
144.0750864,361.3232463
-189.1718612,173.3992206
-58.87287871,411.4363198
-211.732727,233.5448915
189.1718612,308.7145018
-234.2935928,241.0568612
-68.9054761,276.1459953
136.5631167,308.7145018
-51.36090902,391.3960817
-116.5228786,363.843874
-81.43374448,301.2025321
214.228398,208.4883547
169.1316232,311.2101728
-214.228398,236.0405625
239.2849348,248.5688308
-83.92941548,378.8678134
-234.2935928,223.5122941
-176.6435928,303.6982031
249.3175321,243.5525322
241.8055625,228.5285928
103.9946103,363.843874
-224.2609954,221.0166231
-144.0750864,328.7547398
201.7001296,223.5122941
184.1805192,193.4394586
-176.6435928,333.7710385
151.5870561,185.9274889
66.40980511,406.4449778
38.83264064,423.9645882
-181.6598915,268.6090689
196.7087876,210.9840257
-126.5305193,316.2264714
-206.7164283,246.0731599
-106.4902812,336.2667095
-124.0348483,75.6937012
98.97831156,396.4123804
-191.6924889,165.8872509
204.2207573,241.0568612
-231.7729651,243.5525322
-91.46634187,341.2830082
-249.3175321,251.0894585
-131.546818,308.7145018
108.9859522,378.8678134
-101.4739826,353.8112766
-179.1642205,183.4318179
194.1881599,203.472056
166.6359522,163.3915799
-219.2446967,223.5122941
-114.0022509,376.3721424
63.88917741,303.6982031
-176.6435928,326.2590688
189.1718612,273.6253676
-189.1718612,216.0003244
134.042489,348.7949779
-134.042489,266.1133979
-221.7653244,226.0329218
58.87287871,316.2264714
-214.228398,293.6656057
164.1153245,208.4883547
131.546818,358.8275753
-206.7164283,223.5122941
-103.9946103,386.379783
106.4902812,190.9437876
249.3175321,248.5688308
-209.237056,213.5046534
-209.237056,216.0003244
63.88917741,326.2590688
-191.6924889,208.4883547
-211.732727,246.0731599
-171.6522509,316.2264714
-56.37720772,403.9243501
-108.9859522,368.8601727
-156.6033548,256.0808005
-181.6598915,326.2590688
156.6033548,158.3752812
229.2772941,231.0242638
-136.5631167,358.8275753
-146.5707574,356.3319043
216.7490257,321.2427701
209.237056,261.0970992
189.1718612,243.5525322
-151.5870561,183.4318179
224.2609954,253.5851295
-121.5142206,358.8275753
-3.768463199,403.9243501
31.32067095,361.3232463
-239.2849348,256.0808005
246.8218612,308.7145018
264.3414715,351.3156056
-171.6522509,198.4557573
-119.0185496,336.2667095
-164.1153245,233.5448915
-141.5794154,145.8470128
211.732727,218.4959954
221.7653244,233.5448915
33.81634195,431.5015146
96.45768386,218.4959954
91.46634187,388.9004107
53.88153673,408.9406488
-71.40114709,411.4363198
171.6522509,333.7710385
-206.7164283,238.5611902
-88.94571417,306.1938741
161.6196535,158.3752812
-136.5631167,153.3589825
-164.1153245,291.1699347
-129.051147,133.3187444
-53.88153673,376.3721424
174.1479219,223.5122941
181.6598915,216.0003244
-88.94571417,353.8112766
53.88153673,253.5851295
-73.9217748,371.3558437
-68.9054761,366.339545
31.32067095,273.6253676
-204.2207573,311.2101728
-199.2044586,193.4394586
159.1239825,205.967727
-164.1153245,228.5285928
-161.6196535,233.5448915
-169.1316232,145.8470128
-106.4902812,376.3721424
-241.8055625,268.6090689
129.051147,366.339545
206.7164283,296.1862334
-174.1479219,241.0568612
236.7892638,236.0405625
-134.042489,381.3884411
181.6598915,338.7873372
76.41744579,433.9971856
96.45768386,331.2504108
-206.7164283,268.6090689
-53.88153673,323.7384411
141.5794154,356.3319043
-216.7490257,258.6014282
106.4902812,353.8112766
-116.5228786,221.0166231
-141.5794154,193.4394586
-244.3012334,238.5611902
-81.43374448,356.3319043
-214.228398,276.1459953
68.9054761,298.6819044
131.546818,150.8633115
-56.37720772,208.4883547
-36.33696965,378.8678134
-214.228398,268.6090689
134.042489,331.2504108
159.1239825,331.2504108
-176.6435928,143.3263851
-236.7892638,256.0808005
234.2935928,238.5611902
-66.40980511,293.6656057
179.1642205,143.3263851
-204.2207573,203.472056
-136.5631167,180.9111902
-114.0022509,423.9645882
13.77610388,411.4363198
-38.83264064,408.9406488
-211.732727,218.4959954
-214.228398,228.5285928
-91.46634187,348.7949779
73.9217748,363.843874
-194.1881599,218.4959954
-214.228398,228.5285928
-71.40114709,368.8601727
-181.6598915,241.0568612
-26.30437226,353.8112766
174.1479219,183.4318179
-119.0185496,308.7145018
-129.051147,288.6742637
-86.45004318,308.7145018
-88.94571417,333.7710385
-131.546818,296.1862334
-129.051147,286.153636
-194.1881599,243.5525322
93.96201286,381.3884411
-174.1479219,208.4883547
-219.2446967,236.0405625
96.45768386,256.0808005
-93.96201286,381.3884411
-83.92941548,378.8678134
224.2609954,243.5525322
-194.1881599,185.9274889
-73.9217748,323.7384411
-244.3012334,246.0731599
88.94571417,363.843874
-209.237056,241.0568612
58.87287871,268.6090689
-191.6924889,291.1699347
136.5631167,353.8112766
-211.732727,276.1459953
231.7729651,268.6090689
-116.5228786,213.5046534
-98.97831156,341.2830082
-108.9859522,213.5046534
-174.1479219,183.4318179
-176.6435928,178.4155192
174.1479219,190.9437876
103.9946103,278.6416663
-151.5870561,328.7547398
-51.36090902,388.9004107
-88.94571417,366.339545
-161.6196535,210.9840257
-166.6359522,203.472056
214.228398,221.0166231
71.40114709,388.9004107
124.0348483,363.843874
-36.33696965,190.9437876
-169.1316232,213.5046534
209.237056,185.9274889
181.6598915,195.9600863
164.1153245,221.0166231
-184.1805192,246.0731599
246.8218612,213.5046534
251.8132031,341.2830082
124.0348483,376.3721424
-111.5065799,185.9274889
76.41744579,231.0242638
-76.41744579,308.7145018
73.9217748,286.153636
-166.6359522,160.8709522
-236.7892638,223.5122941
-126.5305193,158.3752812
6.264134191,411.4363198
-23.80870127,411.4363198
211.732727,241.0568612
-43.84893934,423.9645882
236.7892638,276.1459953
154.1076838,258.6014282
86.45004318,381.3884411
-174.1479219,210.9840257
-93.96201286,343.8036359
-206.7164283,233.5448915
239.2849348,263.6177269
-63.88917741,283.657965
-224.2609954,278.6416663
-146.5707574,140.8307141
-214.228398,276.1459953
209.237056,193.4394586
-134.042489,321.2427701
141.5794154,175.9198483
154.1076838,175.9198483
71.40114709,356.3319043
144.0750864,190.9437876
-1.247835496,368.8601727
-216.7490257,281.1373373
-214.228398,276.1459953
-149.0913851,341.2830082
154.1076838,208.4883547
-71.40114709,376.3721424
63.88917741,383.8841121
-149.0913851,228.5285928
-229.2772941,273.6253676
204.2207573,226.0329218
-156.6033548,243.5525322
196.7087876,266.1133979
154.1076838,323.7384411
121.5142206,361.3232463
204.2207573,210.9840257
93.96201286,381.3884411
-204.2207573,203.472056
-48.86523803,283.657965
-209.237056,218.4959954
-88.94571417,346.2993069
-204.2207573,238.5611902
-126.5305193,311.2101728
246.8218612,276.1459953
-46.34461033,381.3884411
-126.5305193,301.2025321
-229.2772941,223.5122941
-108.9859522,216.0003244
76.41744579,403.9243501
101.4739826,393.9167094
-101.4739826,381.3884411
-219.2446967,253.5851295
164.1153245,193.4394586
-176.6435928,221.0166231
